Date,Open,High,Low,Close,Volume
2026-04-07,1302.0,1345.1,1293.5,1339.4,15355792.0
2026-04-08,1349.0,1376.9,1331.0,1346.2,16030133.0
2026-04-09,1329.9,1337.5,1314.0,1331.6,14894607.0
2026-04-10,1318.0,1318.9,1283.3,1292.5,19233369.0
2026-04-13,1272.0,1289.0,1265.7,1276.8,10366082.0
2026-04-15,1306.3,1322.5,1300.5,1305.3,12098912.0
2026-04-16,1322.1,1331.0,1309.0,1319.2,18527029.0
2026-04-17,1313.0,1328.3,1306.1,1318.7,12064048.0
2026-04-20,1320.0,1324.9,1308.1,1312.6,7172300.0
2026-04-21,1310.0,1325.0,1299.3,1313.2,10057440.0
2026-04-22,1295.0,1297.7,1255.9,1268.6,20088378.0
2026-04-23,1254.0,1265.7,1226.0,1240.6,14792854.0
2026-04-24,1200.0,1223.9,1152.2,1154.6,42078914.0
2026-04-27,1154.6,1179.9,1154.5,1170.3,19579883.0
2026-04-28,1162.7,1169.4,1149.8,1152.1,12720276.0
2026-04-29,1158.5,1178.2,1156.8,1167.5,8303109.0
2026-04-30,1167.5,1189.8,1159.6,1181.8,12205669.0
2026-05-04,1195.0,1195.0,1165.2,1168.4,7735811.0
2026-05-05,1169.5,1185.2,1160.1,1178.1,8164108.0
2026-05-06,1187.0,1191.5,1164.1,1167.2,9856963.0
2026-05-07,1173.0,1175.4,1159.2,1162.7,12013987.0
2026-05-08,1161.0,1183.5,1158.8,1179.2,7582770.0
2026-05-11,1176.0,1187.0,1172.1,1177.0,7336288.0
2026-05-12,1162.0,1162.0,1123.0,1140.3,16891948.0
2026-05-13,1136.6,1142.6,1121.0,1123.1,6664111.0
2026-05-14,1119.8,1121.9,1089.0,1095.0,16914842.0
2026-05-15,1102.0,1133.2,1101.6,1119.0,17482450.0
2026-05-18,1119.0,1146.1,1118.0,1142.5,12096377.0
2026-05-19,1162.0,1198.4,1162.0,1196.9,32175705.0
2026-05-20,1187.0,1206.9,1184.9,1193.7,15121010.0
2026-05-21,1196.1,1201.8,1177.0,1181.2,10021033.0
2026-05-22,1182.5,1191.8,1172.5,1174.5,8803066.0
2026-05-25,1183.0,1185.0,1166.1,1168.5,5856136.0
2026-05-26,1166.3,1180.7,1162.9,1167.7,8005767.0
2026-05-27,1161.0,1167.3,1155.0,1159.9,6371871.0
2026-05-29,1182.0,1210.0,1153.6,1160.9,69085430.0
2026-06-01,1175.0,1217.0,1173.7,1202.5,19439331.0
2026-06-02,1232.5,1278.9,1232.5,1270.8,36032600.0
2026-06-03,1242.1,1249.9,1216.0,1222.6,18534303.0
2026-06-04,1208.0,1215.2,1196.2,1201.3,12755957.0
2026-06-05,1220.0,1223.8,1194.3,1197.5,8692290.0
2026-06-08,1177.5,1200.7,1176.5,1187.6,8631711.0
2026-06-09,1193.6,1193.6,1167.3,1180.3,10984054.0
2026-06-10,1160.1,1171.4,1143.3,1145.3,8887626.0
2026-06-11,1129.7,1133.7,1109.0,1114.6,9372176.0
2026-06-12,1120.0,1123.3,1111.5,1116.4,8075333.0
2026-06-15,1130.0,1151.0,1123.0,1134.9,7856192.0
2026-06-16,1136.9,1153.8,1123.2,1143.6,10456090.0
2026-06-17,1149.0,1162.5,1148.0,1157.7,5995119.0
2026-06-18,1142.9,1142.9,1125.3,1127.5,16781447.0
2026-06-19,1062.3,1066.0,1030.0,1051.4,45665442.0
2026-06-22,1055.0,1080.3,1055.0,1065.4,10178505.0
2026-06-23,1053.8,1055.3,1026.0,1029.3,19323064.0
2026-06-24,1040.9,1065.5,1037.7,1056.6,12346266.0
2026-06-25,1065.0,1068.0,1039.1,1041.2,15866779.0
2026-06-29,1037.1,1046.6,1029.1,1036.7,15080892.0
2026-06-30,1030.0,1030.4,996.0,1000.4,24128263.0
2026-07-01,1006.0,1014.0,982.4,985.3,13037982.0
2026-07-02,1006.4,1045.0,1006.0,1040.9,18741111.0
2026-07-03,1063.0,1068.7,1042.0,1047.2,11653534.0
